"Date","Price","Open","High","Low","Vol.","Change %"
"Mar 07, 2018","89.607","89.490","89.745","89.330","23.59K","0.02%"
"Mar 06, 2018","89.590","89.920","90.035","89.470","32.81K","-0.50%"
"Mar 05, 2018","90.041","89.830","90.190","89.650","24.45K","0.15%"
"Mar 02, 2018","89.906","90.200","90.260","89.835","25.82K","-0.42%"
"Mar 01, 2018","90.281","90.655","90.885","90.160","39.78K","-0.30%"
"Feb 28, 2018","90.551","90.305","90.650","90.245","24.71K","0.30%"
"Feb 27, 2018","90.280","89.675","90.435","89.620","29.72K","0.55%"
"Feb 26, 2018","89.790","89.880","90.000","89.425","20.83K","-0.02%"
"Feb 23, 2018","89.808","89.705","89.990","89.690","16.56K","0.17%"
"Feb 22, 2018","89.656","90.055","90.170","89.560","24.08K","-0.29%"
"Feb 21, 2018","89.913","89.675","90.060","89.490","23.07K","0.31%"
"Feb 20, 2018","89.636","89.165","89.720","89.155","17.88K","0.70%"
"Feb 19, 2018","89.013","89.005","89.355","88.865","11.42K","0.00%"
"Feb 16, 2018","89.013","88.500","89.150","88.150","26.17K","0.57%"
"Feb 15, 2018","88.505","88.890","88.890","88.445","27.69K","-0.56%"
"Feb 14, 2018","89.005","89.595","90.020","88.835","39.24K","-0.66%"
"Feb 13, 2018","89.592","90.060","90.070","89.490","20.99K","-0.56%"
"Feb 12, 2018","90.096","90.250","90.310","89.955","19.21K","-0.26%"
"Feb 09, 2018","90.334","90.160","90.450","90.005","34.96K","0.24%"
"Feb 08, 2018","90.116","90.155","90.455","89.895","35.27K","-0.00%"
"Feb 07, 2018","90.118","89.490","90.275","89.325","33.06K","0.75%"
"Feb 06, 2018","89.451","89.465","89.920","89.235","40.15K","0.05%"
"Feb 05, 2018","89.405","89.185","89.580","88.875","37.14K","0.41%"
"Feb 02, 2018","89.036","88.490","89.275","88.440","32.68K","0.60%"
"Feb 01, 2018","88.505","88.935","89.170","88.385","23.88K","-0.50%"
"Jan 31, 2018","88.954","88.950","89.135","88.615","29.18K","-0.05%"
"Jan 30, 2018","88.999","89.215","89.480","88.740","26.24K","-0.15%"
"Jan 29, 2018","89.131","88.950","89.440","88.835","25.77K","0.27%"
"Jan 26, 2018","88.891","89.170","89.180","88.565","33.16K","-0.38%"
"Jan 25, 2018","89.227","89.095","89.415","88.255","77.36K","0.24%"
"Jan 24, 2018","89.011","89.875","89.905","88.955","32.30K","-1.01%"
"Jan 23, 2018","89.915","90.155","90.395","89.845","20.36K","-0.31%"
"Jan 22, 2018","90.191","90.270","90.500","90.140","16.70K","-0.20%"
"Jan 19, 2018","90.370","90.320","90.510","89.960","24.17K","0.08%"
"Jan 18, 2018","90.297","90.650","90.765","90.205","28.15K","-0.02%"
"Jan 17, 2018","90.313","89.990","90.695","89.960","33.60K","0.19%"
"Jan 16, 2018","90.146","90.255","90.580","90.105","27.97K","-0.65%"
"Jan 15, 2018","90.735","90.595","90.705","90.045","24.81K","0.00%"
"Jan 12, 2018","90.735","91.510","91.630","90.530","40.56K","-0.95%"
"Jan 11, 2018","91.608","92.070","92.305","91.535","22.70K","-0.50%"
"Jan 10, 2018","92.070","92.225","92.285","91.650","24.56K","-0.21%"
"Jan 09, 2018","92.260","92.070","92.360","91.960","21.58K","0.17%"
"Jan 08, 2018","92.100","91.765","92.135","91.610","15.96K","0.47%"
"Jan 05, 2018","91.673","91.550","91.830","91.510","13.75K","0.10%"
"Jan 04, 2018","91.581","91.965","92.000","91.520","15.73K","-0.34%"
"Jan 03, 2018","91.896","91.560","91.990","91.535","17.21K","0.35%"
"Jan 02, 2018","91.573","91.895","91.930","91.470","19.62K","-0.28%"
"Dec 29, 2017","91.826","92.355","92.375","91.805","21.61K","-0.51%"
"Dec 28, 2017","92.300","92.690","92.690","92.275","15.44K","-0.34%"
"Dec 27, 2017","92.612","92.825","92.865","92.525","16.22K","-0.20%"
"Dec 26, 2017","92.801","92.885","92.960","92.755","6.31K","-0.13%"
"Dec 22, 2017","92.924","93.000","93.075","92.870","9.38K","0.07%"
"Dec 21, 2017","92.862","92.925","93.095","92.815","12.90K","-0.03%"
"Dec 20, 2017","92.891","93.035","93.120","92.750","20.13K","-0.15%"
"Dec 19, 2017","93.027","93.255","93.310","93.015","14.68K","-0.53%"
"Dec 18, 2017","93.520","94.000","94.020","93.575","0.54K","-0.44%"
"Dec 15, 2017","93.929","93.570","93.995","93.405","8.97K","0.48%"
"Dec 14, 2017","93.479","93.380","93.770","93.275","29.83K","0.06%"
"Dec 13, 2017","93.419","94.015","94.095","93.340","30.86K","-0.70%"
"Dec 12, 2017","94.080","93.895","94.210","93.745","18.70K","0.25%"
"Dec 11, 2017","93.843","93.860","93.955","93.650","26.43K","-0.03%"
"Dec 08, 2017","93.874","93.800","94.075","93.785","19.75K","0.11%"
"Dec 07, 2017","93.769","93.565","93.780","93.495","14.81K","0.20%"
"Dec 06, 2017","93.582","93.310","93.620","93.135","21.66K","0.27%"
"Dec 05, 2017","93.334","93.020","93.445","93.000","18.29K","0.20%"
"Dec 04, 2017","93.144","93.040","93.345","93.005","30.07K","0.33%"
"Dec 01, 2017","92.841","92.905","93.210","92.550","31.15K","-0.17%"
"Nov 30, 2017","93.002","93.200","93.465","92.680","27.69K","-0.11%"
"Nov 29, 2017","93.107","93.175","93.375","92.925","17.79K","-0.11%"
"Nov 28, 2017","93.213","92.795","93.270","92.760","21.74K","0.42%"
"Nov 27, 2017","92.825","92.665","92.865","92.430","22.70K","0.13%"
"Nov 24, 2017","92.707","93.110","93.175","92.610","17.46K","-0.46%"
"Nov 23, 2017","93.135","93.195","93.210","93.000","9.96K","0.00%"
"Nov 22, 2017","93.135","93.855","93.880","93.120","24.89K","-0.79%"
"Nov 21, 2017","93.877","93.945","94.085","93.795","11.70K","-0.13%"
"Nov 20, 2017","93.997","93.730","94.020","93.485","19.68K","0.45%"
"Nov 17, 2017","93.575","93.715","93.845","93.420","16.91K","-0.30%"
"Nov 16, 2017","93.854","93.785","93.915","93.690","12.19K","0.14%"
"Nov 15, 2017","93.726","93.770","93.800","93.305","25.25K","0.00%"
"Nov 14, 2017","93.723","94.405","94.440","93.640","27.44K","-0.70%"
"Nov 13, 2017","94.388","94.355","94.545","94.310","10.71K","0.12%"
"Nov 10, 2017","94.278","94.365","94.555","94.155","14.65K","-0.08%"
"Nov 09, 2017","94.352","94.850","94.865","94.305","22.01K","-0.44%"
"Nov 08, 2017","94.768","94.765","94.865","94.680","11.41K","-0.03%"
"Nov 07, 2017","94.800","94.630","95.070","94.600","23.73K","0.15%"
"Nov 06, 2017","94.657","94.825","95.000","94.605","17.71K","-0.21%"
"Nov 03, 2017","94.858","94.610","94.920","94.115","24.48K","0.29%"
"Nov 02, 2017","94.588","94.665","94.695","94.305","17.09K","-0.13%"
"Nov 01, 2017","94.709","94.415","94.755","94.400","16.62K","0.30%"
"Oct 31, 2017","94.429","94.365","94.600","94.350","18.90K","-0.03%"
"Oct 30, 2017","94.454","94.770","94.835","94.325","22.35K","-0.39%"
"Oct 27, 2017","94.822","94.660","95.060","94.630","36.50K","0.33%"
"Oct 26, 2017","94.509","93.495","94.615","93.365","44.61K","1.00%"
"Oct 25, 2017","93.577","93.830","93.890","93.475","24.51K","-0.09%"
"Oct 24, 2017","93.661","93.695","93.870","93.555","18.54K","-0.16%"
"Oct 23, 2017","93.814","93.640","93.900","93.560","16.03K","0.25%"
"Oct 20, 2017","93.579","93.045","93.675","92.995","27.27K","0.49%"
"Oct 19, 2017","93.120","93.290","93.425","92.910","18.56K","-0.12%"
"Oct 18, 2017","93.228","93.340","93.655","93.215","15.59K","-0.13%"
"Oct 17, 2017","93.350","93.140","93.590","93.135","16.91K","0.20%"
"Oct 16, 2017","93.161","92.965","93.210","92.930","15.65K","0.24%"
"Oct 13, 2017","92.935","92.930","93.090","92.590","21.58K","0.04%"
"Oct 12, 2017","92.898","92.755","93.065","92.635","17.44K","0.08%"
"Oct 11, 2017","92.825","93.060","93.190","92.715","20.79K","-0.30%"
"Oct 10, 2017","93.101","93.565","93.570","92.950","26.87K","-0.43%"
"Oct 09, 2017","93.505","93.625","93.670","93.455","12.44K","-0.15%"
"Oct 06, 2017","93.641","93.750","94.100","93.600","27.38K","-0.17%"
"Oct 05, 2017","93.803","93.365","93.835","93.250","18.20K","0.56%"
"Oct 04, 2017","93.284","93.415","93.420","93.085","17.76K","-0.14%"
"Oct 03, 2017","93.414","93.490","93.775","93.275","17.65K","0.01%"
"Oct 02, 2017","93.405","92.965","93.675","92.940","22.43K","0.56%"
"Sep 29, 2017","92.883","93.000","93.115","92.805","21.91K","-0.05%"
"Sep 28, 2017","92.932","93.260","93.495","92.920","24.78K","-0.26%"
"Sep 27, 2017","93.171","92.890","93.415","92.810","32.50K","0.42%"
"Sep 26, 2017","92.781","92.420","93.110","92.345","32.79K","0.37%"
"Sep 25, 2017","92.441","92.120","92.525","92.000","26.58K","0.52%"
"Sep 22, 2017","91.967","91.945","92.005","91.575","24.07K","-0.09%"
"Sep 21, 2017","92.049","92.400","92.460","91.890","22.40K","-0.27%"
"Sep 20, 2017","92.296","91.620","92.495","91.215","37.39K","0.80%"
"Sep 19, 2017","91.561","91.765","91.845","91.515","24.29K","-0.32%"
"Sep 18, 2017","91.853","91.865","92.020","91.800","1.39K","-0.01%"
"Sep 15, 2017","91.863","92.000","92.155","91.585","10.88K","-0.27%"
"Sep 14, 2017","92.112","92.385","92.660","92.025","26.59K","-0.43%"
"Sep 13, 2017","92.508","91.875","92.515","91.690","50.27K","0.71%"
"Sep 12, 2017","91.856","91.885","92.060","91.755","31.52K","0.00%"
"Sep 11, 2017","91.853","91.390","91.965","91.390","36.43K","0.58%"
"Sep 08, 2017","91.326","91.440","91.490","90.990","36.10K","-0.34%"
"Sep 07, 2017","91.642","92.180","92.230","91.375","58.70K","-0.66%"
"Sep 06, 2017","92.252","92.200","92.335","91.945","28.04K","0.03%"
"Sep 05, 2017","92.226","92.610","92.695","92.145","27.65K","-0.59%"
"Sep 04, 2017","92.769","92.665","92.675","92.410","10.72K","0.00%"
"Sep 01, 2017","92.769","92.600","92.905","92.050","44.56K","0.15%"
"Aug 31, 2017","92.628","92.860","93.305","92.565","38.28K","-0.21%"
"Aug 30, 2017","92.823","92.295","92.885","92.190","29.84K","0.69%"
"Aug 29, 2017","92.184","92.185","92.410","91.550","51.87K","0.05%"
"Aug 28, 2017","92.140","92.350","92.480","92.115","19.55K","-0.58%"
"Aug 25, 2017","92.677","93.225","93.370","92.345","44.54K","-0.56%"
"Aug 24, 2017","93.202","93.090","93.305","93.075","10.74K","0.14%"
"Aug 23, 2017","93.070","93.440","93.555","93.040","18.70K","-0.42%"
"Aug 22, 2017","93.461","93.025","93.490","92.980","19.61K","0.48%"
"Aug 21, 2017","93.012","93.365","93.495","92.920","18.58K","-0.37%"
"Aug 18, 2017","93.359","93.650","93.685","93.245","23.75K","-0.19%"
"Aug 17, 2017","93.534","93.380","93.995","93.210","40.45K","0.10%"
"Aug 16, 2017","93.438","93.735","94.055","93.375","35.15K","-0.34%"
"Aug 15, 2017","93.756","93.395","94.040","93.340","23.01K","0.48%"
"Aug 14, 2017","93.305","92.980","93.390","92.945","13.44K","0.38%"
"Aug 11, 2017","92.956","93.295","93.415","92.830","28.53K","-0.37%"
"Aug 10, 2017","93.304","93.385","93.700","93.210","17.31K","-0.13%"
"Aug 09, 2017","93.430","93.470","93.785","93.365","20.18K","-0.09%"
"Aug 08, 2017","93.515","93.285","93.770","93.120","20.30K","0.22%"
"Aug 07, 2017","93.309","93.380","93.415","93.175","13.48K","-0.11%"
"Aug 04, 2017","93.416","92.610","93.640","92.580","31.04K","0.76%"
"Aug 03, 2017","92.707","92.775","92.905","92.555","21.58K","0.01%"
"Aug 02, 2017","92.699","92.905","93.030","92.390","20.52K","-0.22%"
"Aug 01, 2017","92.901","92.805","92.970","92.640","18.71K","0.20%"
"Jul 31, 2017","92.718","93.170","93.385","92.635","29.88K","-0.43%"
"Jul 28, 2017","93.114","93.675","93.795","93.100","24.44K","-0.64%"
"Jul 27, 2017","93.715","93.325","93.950","93.000","33.81K","0.22%"
"Jul 26, 2017","93.505","93.955","94.115","93.220","30.05K","-0.41%"
"Jul 25, 2017","93.888","93.850","93.960","93.460","23.12K","0.10%"
"Jul 24, 2017","93.798","93.785","93.945","93.650","13.39K","0.13%"
"Jul 21, 2017","93.679","94.115","94.170","93.670","15.57K","-0.47%"
"Jul 20, 2017","94.117","94.560","94.980","93.890","48.23K","-0.50%"
"Jul 19, 2017","94.588","94.475","94.690","94.445","11.88K","0.20%"
"Jul 18, 2017","94.402","94.950","94.970","94.275","33.62K","-0.53%"
"Jul 17, 2017","94.904","94.885","95.120","94.800","12.28K","-0.03%"
"Jul 14, 2017","94.930","95.550","95.615","94.870","23.34K","-0.61%"
"Jul 13, 2017","95.508","95.530","95.695","95.245","18.65K","-0.00%"
"Jul 12, 2017","95.512","95.420","95.745","95.275","20.85K","0.09%"
"Jul 11, 2017","95.422","95.830","95.960","95.405","16.46K","-0.37%"
"Jul 10, 2017","95.777","95.795","95.945","95.690","20.01K","-0.02%"
"Jul 07, 2017","95.792","95.585","95.930","95.525","20.49K","0.23%"
"Jul 06, 2017","95.575","96.005","96.110","95.560","14.27K","-0.50%"
"Jul 05, 2017","96.059","95.905","96.255","95.825","19.13K","0.09%"
"Jul 04, 2017","95.969","95.890","96.085","95.805","7.55K","0.00%"
"Jul 03, 2017","95.969","95.405","95.995","95.385","19.92K","0.57%"
"Jun 30, 2017","95.421","95.310","95.565","95.225","20.29K","0.06%"
"Jun 29, 2017","95.366","95.770","95.780","95.270","22.61K","-0.39%"
"Jun 28, 2017","95.744","96.175","96.320","95.670","39.80K","-0.36%"
"Jun 27, 2017","96.093","97.120","97.155","96.045","33.76K","-1.05%"
"Jun 26, 2017","97.116","96.940","97.160","96.810","15.45K","0.18%"
"Jun 23, 2017","96.942","97.255","97.295","96.860","14.01K","-0.37%"
"Jun 22, 2017","97.303","97.225","97.350","97.115","27.55K","0.09%"
"Jun 21, 2017","97.216","97.385","97.465","97.180","14.39K","-0.20%"
"Jun 20, 2017","97.412","97.280","97.515","97.135","30.22K","0.09%"
"Jun 19, 2017","97.325","97.115","97.345","97.050","1.08K","0.18%"
"Jun 16, 2017","97.146","97.480","97.550","97.095","19.11K","-0.30%"
"Jun 15, 2017","97.437","96.910","97.555","96.840","21.80K","0.53%"
"Jun 14, 2017","96.921","97.005","97.110","96.305","57.20K","-0.02%"
"Jun 13, 2017","96.942","97.170","97.260","96.925","21.80K","-0.18%"
"Jun 12, 2017","97.121","97.235","97.300","97.020","24.18K","-0.12%"
"Jun 09, 2017","97.239","97.260","97.470","97.125","29.76K","0.35%"
"Jun 08, 2017","96.898","96.695","97.135","96.565","33.92K","0.20%"
"Jun 07, 2017","96.708","96.565","96.940","96.455","24.75K","0.12%"
"Jun 06, 2017","96.591","96.750","96.750","96.465","18.62K","-0.17%"
"Jun 05, 2017","96.754","96.670","96.930","96.640","14.97K","0.09%"
"Jun 02, 2017","96.670","97.165","97.260","96.580","29.20K","-0.48%"
"Jun 01, 2017","97.141","96.955","97.270","96.850","16.41K","0.30%"
"May 31, 2017","96.854","97.355","97.425","96.795","27.26K","-0.37%"
"May 30, 2017","97.212","97.615","97.700","97.145","27.99K","-0.16%"
"May 29, 2017","97.364","97.320","97.440","97.255","5.30K","0.00%"
"May 26, 2017","97.364","97.150","97.465","96.965","24.10K","0.19%"
"May 25, 2017","97.176","96.900","97.205","96.805","21.26K","0.03%"
"May 24, 2017","97.147","97.320","97.375","96.945","31.82K","-0.12%"
"May 23, 2017","97.264","96.830","97.320","96.705","34.01K","0.40%"
"May 22, 2017","96.881","97.030","97.335","96.700","24.31K","-0.15%"
"May 19, 2017","97.030","97.715","97.740","96.965","26.38K","-0.76%"
"May 18, 2017","97.772","97.410","97.970","97.275","46.22K","0.32%"
"May 17, 2017","97.462","97.990","98.010","97.330","29.34K","-0.55%"
"May 16, 2017","97.998","98.760","98.770","97.970","32.80K","-0.81%"
"May 15, 2017","98.801","99.060","99.140","98.670","18.48K","-0.33%"
"May 12, 2017","99.131","99.530","99.585","99.035","24.67K","-0.38%"
"May 11, 2017","99.505","99.565","99.765","99.375","18.32K","-0.05%"
"May 10, 2017","99.559","99.340","99.605","99.250","21.26K","0.02%"
"May 09, 2017","99.544","99.020","99.565","98.960","29.65K","0.61%"
"May 08, 2017","98.936","98.370","99.055","98.355","29.51K","0.41%"
"May 05, 2017","98.528","98.630","98.895","98.410","24.98K","-0.12%"
"May 04, 2017","98.647","99.230","99.340","98.560","31.36K","-0.44%"
"May 03, 2017","99.082","98.770","99.270","98.750","27.17K","0.26%"
"May 02, 2017","98.829","98.930","99.085","98.775","19.83K","-0.10%"
"May 01, 2017","98.930","98.930","99.070","98.735","17.67K","0.03%"
"Apr 28, 2017","98.898","99.070","99.125","98.580","26.32K","-0.06%"
"Apr 27, 2017","98.955","98.855","99.210","98.690","40.18K","0.04%"
"Apr 26, 2017","98.920","98.725","99.205","98.605","32.96K","0.28%"
"Apr 25, 2017","98.648","98.965","99.100","98.565","26.51K","-0.33%"
"Apr 24, 2017","98.973","99.180","99.240","98.700","30.22K","-0.91%"
"Apr 21, 2017","99.880","99.750","99.935","99.560","23.08K","0.20%"
"Apr 20, 2017","99.685","99.700","99.760","99.290","22.30K","0.05%"
"Apr 19, 2017","99.638","99.455","99.785","99.415","17.79K","0.24%"
"Apr 18, 2017","99.404","100.240","100.310","99.365","26.52K","-0.79%"
"Apr 17, 2017","100.194","100.405","100.465","99.910","14.99K","-0.27%"
"Apr 13, 2017","100.463","100.030","100.500","99.930","22.78K","-0.25%"
"Apr 12, 2017","100.711","100.595","100.760","100.010","22.39K","0.09%"
"Apr 11, 2017","100.622","100.900","101.005","100.510","24.42K","-0.33%"
"Apr 10, 2017","100.952","101.120","101.265","100.870","21.83K","-0.16%"
"Apr 07, 2017","101.117","100.645","101.185","100.400","37.15K","0.54%"
"Apr 06, 2017","100.570","100.370","100.670","100.285","18.13K","0.13%"
"Apr 05, 2017","100.441","100.415","100.990","100.305","26.55K","0.01%"
"Apr 04, 2017","100.426","100.340","100.605","100.300","15.96K","0.01%"
"Apr 03, 2017","100.412","100.405","100.560","100.235","19.24K","0.19%"
"Mar 31, 2017","100.218","100.340","100.505","100.115","25.57K","-0.07%"
"Mar 30, 2017","100.285","99.850","100.465","99.795","28.86K","0.45%"
"Mar 29, 2017","99.836","99.560","99.965","99.495","25.95K","0.29%"
"Mar 28, 2017","99.549","99.055","99.620","98.920","26.36K","0.58%"
"Mar 27, 2017","98.973","99.335","99.335","98.670","31.75K","-0.47%"
"Mar 24, 2017","99.442","99.570","99.815","99.355","22.92K","-0.12%"
"Mar 23, 2017","99.563","99.585","99.665","99.435","23.58K","0.10%"
"Mar 22, 2017","99.468","99.500","99.725","99.340","30.15K","-0.15%"
"Mar 21, 2017","99.614","100.175","100.180","99.460","33.89K","-0.62%"
"Mar 20, 2017","100.234","100.110","100.265","99.835","19.26K","0.12%"
"Mar 17, 2017","100.115","100.065","100.280","99.970","23.35K","-0.07%"
"Mar 16, 2017","100.185","100.345","100.580","100.045","36.55K","-0.39%"
"Mar 15, 2017","100.575","101.570","101.590","100.320","47.71K","-0.98%"
"Mar 14, 2017","101.574","101.285","101.660","101.215","22.53K","0.26%"
"Mar 13, 2017","101.310","101.280","101.400","101.030","1.62K","0.06%"
"Mar 10, 2017","101.247","101.945","101.980","101.180","18.21K","-0.59%"
"Mar 09, 2017","101.853","102.150","102.250","101.700","31.01K","-0.22%"
"Mar 08, 2017","102.076","101.760","102.185","101.705","51.02K","0.27%"
"Mar 07, 2017","101.805","101.740","101.905","101.520","20.65K","0.16%"
"Mar 06, 2017","101.645","101.440","101.740","101.225","38.66K","0.10%"
"Mar 03, 2017","101.548","102.080","102.165","101.335","61.01K","-0.64%"
"Mar 02, 2017","102.204","101.810","102.270","101.790","30.51K","0.42%"
"Mar 01, 2017","101.780","101.475","101.980","101.220","54.89K","0.64%"
"Feb 28, 2017","101.129","101.200","101.380","100.775","31.15K","0.00%"
"Feb 27, 2017","101.129","101.155","101.280","100.680","24.66K","0.04%"
"Feb 24, 2017","101.090","101.040","101.150","100.640","35.99K","0.04%"
"Feb 23, 2017","101.053","101.350","101.435","100.855","32.82K","-0.14%"
"Feb 22, 2017","101.194","101.360","101.715","101.155","38.97K","-0.16%"
"Feb 21, 2017","101.355","101.080","101.610","101.075","28.83K","0.40%"
"Feb 20, 2017","100.951","100.855","100.990","100.740","9.04K","0.00%"
"Feb 17, 2017","100.951","100.495","100.960","100.440","27.27K","0.52%"
"Feb 16, 2017","100.430","100.935","101.045","100.400","41.90K","-0.73%"
"Feb 15, 2017","101.164","101.315","101.750","100.975","42.91K","-0.07%"
"Feb 14, 2017","101.233","100.950","101.385","100.700","38.11K","0.28%"
"Feb 13, 2017","100.950","100.790","101.110","100.570","23.85K","0.16%"
"Feb 10, 2017","100.791","100.685","101.015","100.560","34.60K","0.14%"
"Feb 09, 2017","100.647","100.240","100.670","100.075","33.57K","0.38%"
"Feb 08, 2017","100.264","100.435","100.630","100.030","31.54K","0.02%"
"Feb 07, 2017","100.245","99.960","100.695","99.910","38.83K","0.38%"
"Feb 06, 2017","99.865","99.700","100.225","99.605","27.45K","0.02%"
"Feb 03, 2017","99.842","99.825","100.370","99.520","49.52K","0.05%"
"Feb 02, 2017","99.788","99.560","99.840","99.195","40.68K","0.18%"
"Feb 01, 2017","99.608","99.580","100.060","99.480","42.20K","0.13%"
"Jan 31, 2017","99.481","100.390","100.505","99.400","57.72K","-0.93%"
"Jan 30, 2017","100.414","100.430","101.015","100.145","38.52K","-0.11%"
"Jan 27, 2017","100.526","100.515","100.810","100.310","30.57K","0.15%"
"Jan 26, 2017","100.375","99.795","100.735","99.765","35.13K","0.36%"
"Jan 25, 2017","100.019","100.240","100.395","99.815","28.27K","-0.32%"
"Jan 24, 2017","100.339","99.980","100.395","99.885","29.39K","0.21%"
"Jan 23, 2017","100.130","100.750","100.750","99.920","40.27K","-0.56%"
"Jan 20, 2017","100.690","101.195","101.485","100.675","40.55K","-0.45%"
"Jan 19, 2017","101.144","101.360","101.710","100.955","53.38K","0.22%"
"Jan 18, 2017","100.918","100.330","101.335","100.315","39.87K","0.60%"
"Jan 17, 2017","100.320","101.560","101.615","100.235","61.48K","-0.86%"
"Jan 16, 2017","101.188","101.480","101.725","101.310","15.95K","0.00%"
"Jan 13, 2017","101.188","101.520","101.680","100.830","38.03K","-0.19%"
"Jan 12, 2017","101.377","101.720","101.770","100.700","54.03K","-0.36%"
"Jan 11, 2017","101.747","102.015","102.960","101.240","74.59K","-0.24%"
"Jan 10, 2017","101.996","101.850","102.090","101.485","33.33K","0.09%"
"Jan 09, 2017","101.909","102.245","102.490","101.845","31.02K","-0.29%"
"Jan 06, 2017","102.209","101.540","102.300","101.395","38.07K","0.67%"
"Jan 05, 2017","101.528","102.065","102.500","101.295","60.27K","-1.15%"
"Jan 04, 2017","102.709","103.350","103.420","102.385","36.18K","-0.48%"
"Jan 03, 2017","103.201","102.815","103.815","102.625","51.70K","0.89%"
"Dec 30, 2016","102.286","102.240","102.630","101.950","38.08K","-0.41%"
"Dec 29, 2016","102.711","103.195","103.210","102.650","31.94K","-0.52%"
"Dec 28, 2016","103.244","102.980","103.575","102.860","19.85K","0.23%"
"Dec 27, 2016","103.007","103.055","103.140","102.970","8.16K","0.00%"
"Dec 23, 2016","103.002","103.095","103.205","102.860","11.98K","-0.09%"
"Dec 22, 2016","103.096","102.970","103.150","102.590","22.64K","0.07%"
"Dec 21, 2016","103.029","103.285","103.375","102.750","21.10K","-0.25%"
"Dec 20, 2016","103.288","103.090","103.625","102.975","29.63K","0.38%"
"Dec 19, 2016","102.900","102.815","103.110","102.545","1.22K","-0.05%"
"Dec 16, 2016","102.954","103.130","103.270","102.620","13.42K","-0.10%"
"Dec 15, 2016","103.053","102.480","103.565","102.160","57.74K","1.26%"
"Dec 14, 2016","101.770","101.050","102.345","100.750","66.53K","0.66%"
"Dec 13, 2016","101.107","100.970","101.195","100.785","36.79K","0.06%"
"Dec 12, 2016","101.049","101.645","101.820","100.860","38.20K","-0.56%"
"Dec 09, 2016","101.620","101.150","101.770","101.040","30.12K","0.49%"
"Dec 08, 2016","101.125","100.240","101.275","99.490","75.79K","0.85%"
"Dec 07, 2016","100.268","100.570","100.630","100.180","26.70K","-0.26%"
"Dec 06, 2016","100.530","100.180","100.615","100.010","32.30K","0.42%"
"Dec 05, 2016","100.112","101.555","101.800","99.870","80.45K","-0.74%"
"Dec 02, 2016","100.861","100.950","101.175","100.705","41.18K","-0.24%"
"Dec 01, 2016","101.099","101.560","101.615","100.950","35.28K","-0.43%"
"Nov 30, 2016","101.539","100.980","101.880","100.920","45.37K","0.58%"
"Nov 29, 2016","100.949","101.270","101.690","100.940","38.83K","-0.41%"
"Nov 28, 2016","101.368","101.430","101.630","100.675","46.06K","-0.18%"
"Nov 25, 2016","101.546","101.840","101.970","101.245","31.66K","-0.21%"
"Nov 24, 2016","101.759","101.810","102.120","101.525","16.92K","0.00%"
"Nov 23, 2016","101.759","101.105","101.960","100.960","43.01K","0.65%"
"Nov 22, 2016","101.106","100.835","101.370","100.710","33.99K","-0.01%"
"Nov 21, 2016","101.113","101.400","101.510","100.810","41.84K","-0.17%"
"Nov 18, 2016","101.283","101.070","101.540","100.890","57.29K","0.33%"
"Nov 17, 2016","100.946","100.285","101.010","99.980","55.29K","0.51%"
"Nov 16, 2016","100.438","100.070","100.600","99.915","43.02K","0.19%"
"Nov 15, 2016","100.250","99.810","100.280","99.475","43.94K","0.13%"
"Nov 14, 2016","100.120","99.135","100.240","99.100","54.25K","1.08%"
"Nov 11, 2016","99.050","98.825","99.130","98.545","33.35K","0.28%"
"Nov 10, 2016","98.774","98.535","99.080","98.320","39.89K","0.25%"
"Nov 09, 2016","98.529","98.080","98.695","95.905","88.38K","0.68%"
"Nov 08, 2016","97.860","97.790","97.990","97.560","18.01K","0.07%"
"Nov 07, 2016","97.793","97.340","97.885","97.245","19.69K","0.73%"
"Nov 04, 2016","97.088","97.225","97.380","96.940","18.87K","-0.11%"
"Nov 03, 2016","97.196","97.440","97.480","97.070","24.23K","-0.22%"
"Nov 02, 2016","97.414","97.770","97.795","97.175","27.79K","-0.29%"
"Nov 01, 2016","97.697","98.390","98.460","97.620","25.45K","-0.74%"
"Oct 31, 2016","98.422","98.285","98.675","98.275","13.52K","0.08%"
"Oct 28, 2016","98.342","98.905","98.920","98.225","23.97K","-0.54%"
"Oct 27, 2016","98.879","98.600","99.005","98.485","20.81K","0.27%"
"Oct 26, 2016","98.611","98.710","98.815","98.315","22.72K","-0.07%"
"Oct 25, 2016","98.682","98.750","99.090","98.585","23.46K","-0.07%"
"Oct 24, 2016","98.752","98.680","98.825","98.540","15.33K","0.07%"
"Oct 21, 2016","98.686","98.300","98.795","98.300","20.05K","0.38%"
"Oct 20, 2016","98.314","97.885","98.400","97.655","32.38K","0.38%"
"Oct 19, 2016","97.940","97.910","97.975","97.655","17.94K","0.04%"
"Oct 18, 2016","97.897","97.780","97.965","97.600","16.77K","0.02%"
"Oct 17, 2016","97.878","98.120","98.150","97.800","15.36K","-0.12%"
"Oct 14, 2016","97.997","97.630","98.100","97.520","26.26K","0.49%"
"Oct 13, 2016","97.518","98.000","98.120","97.510","28.20K","-0.45%"
"Oct 12, 2016","97.962","97.520","98.050","97.475","31.66K","0.28%"
"Oct 11, 2016","97.692","96.930","97.745","96.930","29.65K","0.78%"
"Oct 10, 2016","96.933","96.520","96.965","96.485","16.36K","0.29%"
"Oct 07, 2016","96.654","96.850","97.215","96.405","49.51K","-0.12%"
